symbol,name,industry,is_cycle_stock,notes,total_mv,circ_mv,amount,list_date,list_days,asof_date,universe_method,bias_notes
000973.SZ,佛塑科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3638200.0,1431800.0,808049.647,20000525,9527,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002340.SZ,格林美,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3638000.0,3619200.0,1240472.7719999999,20100122,5998,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300432.SZ,富临精工,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3635000.0,3594400.0,983993.561,20150319,4116,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601665.SH,齐鲁银行,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3624600.0,3624600.0,286235.933,20210618,1833,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601162.SH,天风证券,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3616600.0000000005,3086700.0,1656130.681,20181019,2806,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002245.SZ,蔚蓝锂芯,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3608200.0,3394700.0000000005,3821806.598,20080605,6594,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688122.SH,西部超导,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3608200.0,3608200.0,803506.627,20190722,2530,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688065.SH,凯赛生物,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3594900.0,2907600.0,287256.64400000003,20200812,2143,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600801.SH,华新建材,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3594600.0,2319800.0,241962.022,19940103,11861,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600968.SH,海油发展,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3588300.0,3588300.0,217847.837,20190626,2556,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002261.SZ,拓维信息,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3585899.9999999995,3261800.0,1575697.676,20080723,6546,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603678.SH,火炬电子,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3572900.0,3572900.0,1108926.615,20150126,4168,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000062.SZ,深圳华强,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3570700.0,3567300.0,2986956.042,19970130,10738,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002747.SZ,埃斯顿,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3568300.0,2884700.0000000005,4639573.331,20150320,4115,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300236.SZ,上海新阳,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3559400.0,3163800.0,2123743.986,20110629,5475,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300979.SZ,华利集团,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3557000.0,3557000.0,64085.466,20210426,1886,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000060.SZ,中金岭南,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3535200.0,3535100.0,2417426.022,19970123,10745,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600699.SH,均胜电子,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3531100.0,3085500.0,1038292.571,19931206,11889,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600259.SH,中稀有色,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3528900.0,3528900.0,1951727.5359999998,20000525,9527,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000539.SZ,粤电力A,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3522900.0,1714700.0,731324.0059999999,19931126,11899,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600641.SH,先导基电,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3522300.0,3461900.0,3569608.836,19930407,12132,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000002.SZ,万科A,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3519600.0,2866500.0,406729.36199999996,19910129,12931,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600711.SH,盛屯矿业,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3517100.0,3517100.0,1741938.1979999999,19960531,10982,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002939.SZ,长城证券,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3510000.0,3134300.0,445196.753,20181026,2799,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603067.SH,振华股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3504100.0000000005,3504100.0000000005,1969747.094,20160913,3572,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688205.SH,德科立,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3496400.0,3496400.0,2437581.8140000002,20220809,1416,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002294.SZ,信立泰,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3494900.0,3494200.0,692983.7790000001,20090910,6132,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000983.SZ,山西焦煤,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3491400.0,3491400.0,429718.90599999996,20000726,9465,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688362.SH,甬矽电子,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3480899.9999999995,3480899.9999999995,3080798.182,20221116,1317,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603061.SH,金海通,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3480400.0,3480400.0,1271260.423,20230303,1210,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603392.SH,万泰生物,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3470800.0,3470800.0,186599.729,20200429,2248,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300623.SZ,捷捷微电,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3455600.0,3186800.0,2003546.587,20170314,3390,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
001339.SZ,智微智能,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3451700.0,1703800.0,1606115.35,20220815,1410,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600177.SH,雅戈尔,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3439800.0,3350600.0,137615.839,19981119,10080,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300017.SZ,网宿科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3439100.0000000005,3226500.0,2151512.403,20091030,6082,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
